STATE,DISTRICT,Storage name,Address,Manager Name,capacity
Maharashtra,Nanded,Smt. Laxmibai Baburao Kagane,"At Bhavani Nagar, Post Kandhar, Tal Kandhar, Dist. Nanded",,9525
Maharashtra,Nanded,Smt. Laxmibai Jagannath Kamje,"R/O Berli (Kd), Tal. Mukhed, Dist. Nanded � 431 715",,3200
Maharashtra,Nanded,Smt. Radhabai Sheshrao Budruk,"Gut No.682, A/P Talani, Tal. Hadgaon, Dist. Nanded",,266
Maharashtra,Nanded,Smt. Sheela Ashok Kodgire,"Gut No. 76, At Somthana, Tal. Umri, Dist. Nanded",,528
Maharashtra,Nanded,Smt. Suganabai Hari Gire,"P.No. 3, Gat No. 42, Gopalchawdi, Tal & Dist. Nanded",,552
Maharashtra,Nanded,Sou. Shakuntalabai Uttamrao Kadam,Limbgaon,,100
Maharashtra,Nanded,Sow . Jamunabai Bhagirathji Baheti,"R/O Malegaon, Tal. Ardhapur, Dist. Nanded",,1285
Maharashtra,Nanded,Sow Sobha Umakant Rayewar,"At Post: Jalkot (Bk), Tal: Mukhed, Dist: Nanded",,4000
Maharashtra,Nanded,Sreenivasa Cold Storage And Ware House (Prop. Shri Sushil Shriram Medewar),"D-122,MIDC,Nanded",,6615
Maharashtra,Nanded,Tirumala Agro Warehouse (Prop. Smt Manisha Sanjay Kodgire),"S.No.28, Sharifabad, Patoda (Kh.), Tal Dharmabad, Dist. Nanded",,1580.5
Maharashtra,Nanded,Tirupati Agro Warehouse (Prop. Smt Rani Rajesh Kodgire),"S.No.28, Sharifabad, Patoda (Kh.), Tal Dharmabad, Dist. Nanded",,1580.5
Maharashtra,Nanded,Tirupati Warehouse (Prop. Yashpal Bhumreddy Kankante),"Gat No.83, At Sujayatpur, Post. Shahapur, Tal. Degloor, Dist. Nanded",,2544.44
Maharashtra,Nandurbar,Mr. Hiralal Sakharam Patel,"P-4/5,Gno-1,Saturkhe,Tq-Nandurbar",,198.859
Maharashtra,Nandurbar,Ms Kumar Cold Storage Prop Ashok Kantilal Jain,Mohide Shivar Shahada Dondaich Road Shahada,Shri Ashok Kantilal Jain,1920
Maharashtra,Nandurbar,Sanjay Ramesh Choudhary,"P-55-56,At Dhanora,Tq.Taloda,Nandurbar",,360.852
Maharashtra,Nandurbar,Shree Warehousing Pvt. Ltd.,Dokare,,10000
Maharashtra,Nandurbar,Shri Ambalal Nagin Patil,"Mno.573-4,A/P-Parivardhe,Tq:Shahada",,701.254
Maharashtra,Nandurbar,Shri Gopaldas S. Kothari,"P-14,MIDC Area Chikhali,Tq.Chikhali",,1001
Maharashtra,Nandurbar,Shri Ramakant Kashinath Patil,"Gno.573,At Shirud Digar,Tq.Shahada",,355.614
Maharashtra,Nandurbar,Shri Vijay Narottam Patil,"Sno-79/1A+B,At Dongargaon Road,Shahada",,537.7
Maharashtra,Nandurbar,Shri. Surupsing Naik,Navagaon,,501.287
Maharashtra,Nandurbar,Smt Kalpana Rajendra Patil,"S No. 445, A/P Anarad, Tal. Shahada, Dist. Nandurbar",,976
Maharashtra,Nashik,Anusaya Warehousing Complex (Smt. Anusayabai Gangadhar Jondhale),"Gut No. 187, Village Jaulke, Tal. Dindori, Dist. Nashik",,4937.67
Maharashtra,Nashik,Bhaskar Murlidhar Bhamare Sompur VKSS,Sompur-Baglan,,200
Maharashtra,Nashik,Bhatgaon VKSS,Bhatgaon-Chandwad,,108
Maharashtra,Nashik,Chairman Late Ashokrao Bankar Nagari Sahakari Patsanstha Ltd,Ap Pimpalgaon B Tal Niphad Dist Nashik,,965
Maharashtra,Nashik,"Dwarkadhish Sakhar Karkhana Ltd,.","Factory Site At Shevarae,Taluk-Baglan",,3840
Maharashtra,Nashik,Gangurde Warehouse,"Gno-108,Mz:Jaulke,Taluk-Dindori",,1947.78
Maharashtra,Nashik,Gorakh Narsingrao Balkawade (Bhagur VKS Socy),Nasik,,1140
Maharashtra,Nashik,M/S Agarwal Warehousing,Vilcholi,,3415
Maharashtra,Nashik,M/S Anand Warehousing,"S No. 156, Mumbai Agra Highway (NH- 3), At: Jaulke (Ozar), Dist: Nasik",,6709.3
Maharashtra,Nashik,M/S Baphana Warehousing Pvt. Ltd,Jaulke,,5320
Maharashtra,Nashik,"M/S Baphana Warehousing Pvt. Ltd.,",Tilakwadi,,4000
Maharashtra,Nashik,"M/S Dwarakadhish Sakhar Karkhana Ltd.,",Sheware,,
Maharashtra,Nashik,M/S Falbag Va Bhajipal K V Sah. Sanstha,Andursul,,200
Maharashtra,Nashik,M/S Jondhale's Warehousing Complex,"Gat No.141/1 & 141/2, At Jaulke, Tal. Dindori, Dist. Nashik",,3165
Maharashtra,Nashik,M/S Palkhed VKS,Niphad,,650
Maharashtra,Nashik,M/S Pournima Warehousie,"Gno-570,Khambale,Tq:Igatpuri",,3523.35
Maharashtra,Nashik,M/S S. M Ratnaparkhi,Girnanagar,,648
Maharashtra,Nashik,M/S Siddhivinayak Warehousing & Agroprocessing,"Gno-30,Mohadi,Tq.Dindori",,4232.25
Maharashtra,Nashik,Maharashtra State Warehousiing Corporation,"Sinnar, Dist. Nashik",,1874.47
Maharashtra,Nashik,Maharashtra State Warehousiing Corporation (2 Units),"Plot No. E-9, MIDC Sinnar, Dist. Nashik",,4800
Maharashtra,Nashik,Mr Nilesh S Baphana,"At Po: Pimpalgaon (Baswant), Tal: Niphad, Dist: Nasik",,1836
Maharashtra,Nashik,Mr Omkar Ramgopal Dhut,"A P Wavi, Tal: Sinnar, Dist: Nasik",,250
Maharashtra,Nashik,Mr Sunil Kantilal Baphana,"A/P: Pimpalgaon- Baswant, Tal: Niphad, Dist: Nashik",,12750
Maharashtra,Nashik,Mr. Deepak Sukhdeo Pawar,"Sno-54/7P,At Bhaur,Tq.Deola (Kalwan)",,239.17
Maharashtra,Nashik,Mr. Nilesh Subhash Baphana,"Gno-102/D,At Jaulke Dindori",,4596.06
Maharashtra,Nashik,Mr. Paras L. Baphana & Mr. Nilesh S. Baphana,"Gno-102,At Jaulke Dindori,Nashik",,18516.2
Maharashtra,Nashik,Mr. Sunil Bebilal Sancheti,"PNo.11+12,Kalwan Tal.Audygik Vasahat,GNo.234,Manur,Tq. Kalwan",,2048.45
Maharashtra,Nashik,Mrs. Manorama Nivruti Avhad,Gangapur Road,,824
Maharashtra,Nashik,Mrs. Rekha Vijaykumar Kharate,Nandgaon,,540
Maharashtra,Nashik,Ms Sangale Agro Processing Pvt Ltd,Ugaon Road Niphad Dist Nashik,Shri Rajaram Nivrutti Sangale,1100
Maharashtra,Nashik,Ms Shree Ganesh Cold Storage,Ap Niphad Dist Nashik,Shri Balasaheb Kshirsagar,2000
Maharashtra,Nashik,Ms Vakratund Cold Storage Warehouse,,Shri Pritam Chopda,3471
Maharashtra,Nashik,Nandraj Packaging Individual Ustries,Tal.Malegoan,,250
Maharashtra,Nashik,Packhouse,,Manik Mahadu Kasar,200
Maharashtra,Nashik,Packhouse,,Kusum Pandit Gaikwad,600
Maharashtra,Nashik,"Sadashivrao Mandlik Kagal S.S.K. Ltd,",A/P- Datane,,200
Maharashtra,Nashik,Sancheti Warehousing,"C/O Shri Rajendra R Sancheti, At & Post: Jaulke, Tal: Dindori, Dist: Nashik",,43130
Maharashtra,Nashik,Sanjay Dattatray Tatar VKS,Sompur-Baglan,,286.254
Maharashtra,Nashik,Sau Nalini Devaji Jadhav,"S No. 349/3, At: Meshi, Tal: Deola, Dist: Nashik",,294
Maharashtra,Nashik,Sau.Hemlata Prakash Amalnerkar,"Gno-6/A,Matori,Tq.Nashik",,960.02
Maharashtra,Nashik,Sh. Amar Ramkisan Kalantri,Sinnar,,1640
Maharashtra,Nashik,Shedagawadi V.K.S. Seva Society Ltd.,Abhona,,375
Maharashtra,Nashik,Shri M K Kale,"GNo. 739/1,Andersul,Tq. Yeola",,2380.11
Maharashtra,Nashik,Shri Rajendra Laxminarayan Bhutada,"Gno-10/3,Wavi,Tq.Sinner",,237.097
Maharashtra,Nashik,Shri Syayji Narayan Pawar,A/P-Pimpalgoan,,200
Maharashtra,Nashik,Shri Vinod Manoharrao Wargantiwar,Kandane,,100
Maharashtra,Nashik,Shri. Dattatriya Dinkar Chavan,Nhavi,,182
Maharashtra,Nashik,Shri. Shantilal Jethanand Thakkar,Brhamnwade,,1000
Maharashtra,Nashik,"Smt Sarla Jugalkishor Agrawal, Smt. Manjusha Ramesh Joshi & Smt. Bhagwati Ramesh Motwani","Gat No.76/1A/2, At Malharwadi, Tal. Nandgaon, Dist. Nasik",,989.171
Maharashtra,Nashik,Smt. Kirti Nandlal Kothari,"A/P Bolthan, Tal. Nangaon, Dist. Nasik",,700
Maharashtra,Nashik,Smt. Vithabai Raghunath Dalvi,"At Lakhamapur,Dhandri Shivai,Tq.Satana,NAsik",,398.163
Maharashtra,Nashik,Sopan Baburao Thube,"Hanuman Nagar,Vinchur,Tq:Niphad",,155.68
Maharashtra,Nashik,Vasant Deoram Abhonkar,"Ringangaon,Erandol",,117
Maharashtra,Nashik,Vegetables & Fruit Cooperative Marketing Society Ltd.,"Gno-90A,At Lasalgaon,Tq:Niphad",,891
Maharashtra,Nashik,Waki,"Gat No. 389, A/P Waki, Tal. Igatpuri, Dist. Nashik",,1382.4
Maharashtra,Osmanabad,Dattatraya Ranuji Ambule,Havargaon,,6993
Maharashtra,Osmanabad,Dr. Babasaheb Ambedkar SSK Ltd.,Keshegaon,,10000
Maharashtra,Osmanabad,Dr. Babasaheb Ambedkar Sah.Sakhar Karkhana Ltd.,"Site At Arvindnagar,Keshegaon,Dist.Osmanabad",,7666.6
Maharashtra,Osmanabad,M/S Radhe Radhe Warehouses,"Plot No X 18, MIDC, Omerga, Dist. Osmanabad",,12325
Maharashtra,Osmanabad,Maharashtra State Warehousiing Corporation,"Survey No.207-1, APMC, Omarga, Dist. Osmanabad",,2160
Maharashtra,Osmanabad,Ms Natural Sugarand Allied Industry Ltd,,Shri Thombare Bhairavnath Bhagwanrao,4450
Maharashtra,Osmanabad,Natural Sugar & Allied Individual Ustries Ltd.,Ranjani,,10000
Maharashtra,Osmanabad,Shri Nilesh Chitaman Kadam,"Wanavathe, Donwat",,1200
Maharashtra,Osmanabad,Shri Prakarsh Ashok Sangave,"G.No.152,At Shiradhon,Tq.Kalamb",,999.613
Maharashtra,Parbhani,APMC Saoner,Aasole,,400
Maharashtra,Parbhani,"Anant Ware Housing ( Prop. Sandeep Prakash Naladkar),Gangakhed","Gno-616,At Gangakhed,Tq.Gangakhed",,
Maharashtra,Parbhani,Anant Warehouse ( Prop. Sandeep Prakashrao Naladkar),"Plot No.474, Suralwadi, Tal: Gangakhed, Dist: Parbhani",,1000
Maharashtra,Parbhani,Balasaheb Haribhau Niras,"A/P Padegaon, Tal. Gangakhed, Dist. Parbhani",,500
Maharashtra,Parbhani,Balasaheb Shivrangrao Jagtap,"At Post: Dharmapuri, Tal Dist: Parbhani",,1000
Maharashtra,Parbhani,Bhagwan Marutrao Watane,Wazar,,201
Maharashtra,Parbhani,Bori V.K.S. Sah. Society Ltd.,Parwa,,
Maharashtra,Parbhani,Chandetarolewadi V.K.S. Sah. Society Ltd.,Parwa,,1000
Maharashtra,Parbhani,Durgeshwari Seeds Pvt. Ltd.,Brahmangaon,,6516
Maharashtra,Parbhani,Ganpat Bapurao Ghatol,"Gut No. 72 At Village Pimpalgaon (BA), Tal. Purna",,250
Maharashtra,Parbhani,Hariom Warehouse (Smt. Sagarbai Marotrao Kawale),"Gut No.146/3, At Gortha, Tal. Umri, Dist. Nanded",,3106.01
Maharashtra,Parbhani,Kamal Babanrao Bahirat,"At Post: Dharmapuri, Tal & Dist: Parbhani",,1000
Maharashtra,Parbhani,Kamalabai Omprakash Gattani,Dhanegaon,,200
Maharashtra,Parbhani,"Kawalgaon (New) VKSS Ltd.,Kawalgaon,Tq:Purna","Kawalgaon,Tq:purna",,100
Maharashtra,Parbhani,Laxmibai Mangeshrao Sawant,"At Post: Dharmapuri, Tal Dist: Parbhani",,1000
Maharashtra,Parbhani,Lohiya Rajkumar Chaganlal,"Village: Kanadkhed, Gut No. 180, Tal: Purna, Dist: Parbhani, Purna : 431 511",,1000
Maharashtra,Parbhani,M/S Dargad Warehouse,"Plot No. A-110,111 MIDC ,Jintur",,2909.1
Maharashtra,Parbhani,M/S Dargad Warehouse,"Plot No. A - 110, 111 In MIDC, Area Jintur, Tal: Jintur, Dist: Parbhani",,1000
Maharashtra,Parbhani,M/S Ganesh Agro Tech,Brahmangaon,,4500
Maharashtra,Parbhani,M/S Ganesh Individual Ustries,Jintur,,500
Maharashtra,Parbhani,M/S Shri Onkar Warehousing Co.,"Gno-49,A/P-Dharmapuri,Tq & Dist.",,2700.86
Maharashtra,Parbhani,M/S Shriram Agro Warehouse (Prop: Sow Supriya Gajanan Narlewar),"At: Palam, S No. 180/2(B), Tal: Palam, Dist: Parbhani",,1000
Maharashtra,Parbhani,Maharashtra State Warehousing Corporation,Manwat,,3518.76
Maharashtra,Parbhani,Mahesh Warehousing (Prop. Pankaj Mangilal Bhandari),"S. No.88/1, Gangakhed, Dist. Parbhani",,1666
Maharashtra,Parbhani,Mangesh Bhagwantrao Sawant,"At Post: Dharmapuri, Tal, Dist: Parbhani",,1000
Maharashtra,Parbhani,Mr. Kanchan T.Katruwar,"Gno-59,At Kaudgaon,Tq & Distr-Parbhani",,1924.72
Maharashtra,Parbhani,Mr. Saheb Baliramji Bhosale,"Gno-213,At Suhagan,Tq.Purna",,523.8
Maharashtra,Parbhani,Mr. Shamsundar P. Murkya,"Plot-C-42,MIDC,PArbhani",,2017.78
Maharashtra,Parbhani,Mr. Vinaykumar G. Banthiya,"Sno-236,Mz:Parwa,Tq:PArbhani",,996.117
Maharashtra,Parbhani,Mrs Veena Shivnarayan Baheti,"Gut No. 47, At Post: Kupsa, Tal: Selu, Dist: Parbhani - 431503",,6464
Maharashtra,Parbhani,Mrs. Minakshi Nandkishor Sarda,"A/P-Brahmangaon,Tq. & Dist.Parbhani",,6024.86
Maharashtra,Parbhani,Mrs. Sushama Surendra Kumar Banthya,"Sno-180(P),At & Tq:Jintur",,929.88
Maharashtra,Parbhani,Nanda Ashok Shinde,"At Post: Dharmapuri, Tal Dist: Parbhani",,1000
Maharashtra,Parbhani,Nanda Ashok Shinde (Godown II),"At Post:Dharmapuri, Tal Dist: Parbhani",,1000
Maharashtra,Parbhani,Nitin Dogarmal Gandhi,"At/Post Bori, Tal. Jintur",,202
Maharashtra,Parbhani,Prasad Panditrao Deshmukh,"At: Pedgaon, Tal & Dist: Parbhani",,250
Maharashtra,Parbhani,Prasad Pralhadrao Chapke,"G No. 74 At & Post: Katneshwar, Tal: Purna, Dist: Parbhani",,250
Maharashtra,Parbhani,Rajrajeshwar Agro Warehouse (Smt Jyoti Nandkumar Bijamwar),"M/S Raj Rajeshwara Agro Warehouse, T Bodhadid, Tal. Kinwat,",,1000
Maharashtra,Parbhani,Rokadeshwar Warehouse (Prop.Mr. Pannalal B. Murkya),"Plot -A-34,MIDC,Parbhani",,7315.85
Maharashtra,Parbhani,Rupali Harish Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,Sanjay Babarao Deshmukh & Gajanan Babarao Deshmukh,"Gat. No. 192, At Sapatgaon, Tal. Sengaon",,1204
Maharashtra,Parbhani,Sau Sangita Bhagvanrao Deshmukh,"R/O: Shahapur, Tal Dist: Parbhani",,300
Maharashtra,Parbhani,Sau Sugandha Uday Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,Sau. Mamta Laxmanrao Jadhav,Bori,,100
Maharashtra,Parbhani,Sau.Shakuntalabai Gopal Ajmera,"Sno-75,Mz:Adgaon Lasina,Tq.Purna",,550
Maharashtra,Parbhani,Sau.Sushama S. Bathiya,"Sno-236,At Parwa,Tq.Parbhani",,727.074
Maharashtra,Parbhani,Sawji Warehouse (Prop. Prasant Sundarlal Sawaji (Kalamkar)),"At Gat No.216 K, Jintur, Tal: Jintur, Dist: Parbhani",,1000
Maharashtra,Parbhani,Sh. Dnyanesh Ramchandra Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,Sh. Ganesh Ramchandra Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,Sh. Harish Kanchan Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,Sh. Maroti Pandharinath Tare,"Kolha, Manwt",,101
Maharashtra,Parbhani,Sh. Ramchandra Trimbak Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,Sh. Uday Kanchan Katruwar,Kaudgaon,,1000
Maharashtra,Parbhani,"Shri Abhijeet Baburao Solunke,Hasnapur","Gut No-1,At Hasnapur,Distt. Parbhani",,1613.59
Maharashtra,Parbhani,Shri Ashok Kanahyalal Sancheti,Jintur,,500
Maharashtra,Parbhani,Shri Bhalchandra Rajaram Rudrawar,"Gno-74,At Parwa,Tq. & Dis. Parbhani",,992.548
Maharashtra,Parbhani,Shri Bhosale Daulatrao Baliramji,"Village: Kanadkhed, Gut No. 180, Tal: Purna, Dist: Parbhani, Purna - 431 511",,1000
Maharashtra,Parbhani,Shri Chitlange Vishal Laxminarayan,"Village: Kanadkhed, Gut No. 180, Tal: Purna, Dist: Parbhani, Purna - 431 512",,1000
Maharashtra,Parbhani,Shri Dilip Manikrao Murkute,"Gunt No.166, Village Narsapur, Taluk & Dist: Parbhani",,987
Maharashtra,Parbhani,Shri Ganesh Shivaji Mukkawar,"Gno-62,Brahamangaon,Tq.Parbhani",,996.117
Maharashtra,Parbhani,Shri Gangadhar Wamanrao Kadam,"Gno-65, At Mud,Taluk-Jintur",,768.6
Maharashtra,Parbhani,Shri Govind Shivaji Mukkawar,"Gno-62,Brahamangaon,Tq.Parbhani",,996.117
Maharashtra,Parbhani,Shri Nitin Vijaykumar Katruwar (Prop. Natraj Warehousing),"Gut.No.450/B At Manwath,Tq. Mnwath,",,2879.75
Maharashtra,Parbhani,Shri Pandurang Dagdoji Bansode,"G.No.199,At Pimpalgaon(Ba),Tq.Purna",,250.728
Maharashtra,Parbhani,Shri Ramchandra Trimbakrao Katruwar,"Gno-335,Mz T Tq:Manwat",,2354.97
Maharashtra,Parbhani,"Shri Sampat Mahalle,Kalambe Mahali",A/P-Aasola,,300
Maharashtra,Parbhani,Shri Shrikant Vaijnath Pratapwar,"Gno-228,Parwa,Tq. & Dist.Parbhani",,996.117
Maharashtra,Parbhani,Shri Suhas Ganpatrao Deshmukh,"Pedgaon, Tal: & Dist: Parbhani",,200
Maharashtra,Parbhani,Shri Swapnil Shrikant Pratapwar,"Gno-228,Parwa,Tq. & Dist.Parbhani",,996.117
Maharashtra,Parbhani,Shri. Govardhan Tarachand Sharma,Adgaon,,100
Maharashtra,Parbhani,Shri. Prakash Balasaheb Deshmukh,Simangaon,,250
Maharashtra,Parbhani,Shri. Ramchandra Balasaheb Deshmukh,Marwadi,,100
Maharashtra,Parbhani,Shri. Saheb Babarao Dhage,Chatori,,100
Maharashtra,Parbhani,"Shubhangi Sanjay Pund,Bazar Savangi",A/P-Aasola,,300
Maharashtra,Parbhani,Smt Mandakini D Bhombe,"A/P Manthala, Tal. Jintur, Dist. Parbhani",,1000
Maharashtra,Parbhani,Smt Rahibai Amrutrao Shinde,"R/O Brahmangaon, Tal & Dist. Parbhani",,1000
Maharashtra,Parbhani,Smt Rupali Harish Katruwar,"At Po: Kaudgaon, Tal & Dist: Parbhani",,1000
Maharashtra,Parbhani,Smt. Archana M. Rudrawar,"A/P Vanisangam, Tal. Sonpeth, Dist. Parbhani",,1000
Maharashtra,Parbhani,Smt. Jijabai Digambar Deode,"Gut No 408, Sadegaon , Tal & Dist. Parbhani",,300
Maharashtra,Parbhani,Smt. Leeladevi Girdharilal Toshniwal,"Gat No.287, At Warud, Dist. Parbhani",,752.4
Maharashtra,Parbhani,Smt. Madhuri Gangadhar Kadam,"Gno-65,Mz:Mud,Taluk-Jintur",,768.6
Maharashtra,Parbhani,Smt. Sanjivani Sunil Choudhary,"Survey No.593, Gangakhed-Parbhani Road, Gangakhed",,1000
Maharashtra,Parbhani,Smt. Shailaja Dattatraya Gaikwad,"Gut No.156. Village Parva, Tal. & Dist Parbhani",,2000
Maharashtra,Parbhani,Smt. Sitadevi Brijgopal Toshniwal,"Gat No.289, At Warud, Tal. Jintur, Dist. Parbhani",,802.23
Maharashtra,Parbhani,Smt. Sunanda Ramakant Deokar,"R/O Bhogao Devi. Tal. Jintur, Dist. Parbhani",,222.566
Maharashtra,Parbhani,Smt. Surekha Devidasrao Chaudari,Wassa,,100
Maharashtra,Parbhani,Smt. Vimaltai Suresh Deshmukh (Godown 2),"GUT No 36,AT POST DHARMAPURI,TAL.PARBHANI DIST. PARBHANI",,995.54
Maharashtra,Parbhani,Sou Neha Ganeshrao Deshmukh,"AT; Zari, Tal & Dist:Parbhani",,1000
Maharashtra,Parbhani,Sou Rajashri Vinay Bhatiya,"S.No. 236, Village Parwa, Tal & Dist : Parbhani",,1000
Maharashtra,Parbhani,Sou.Samrabai Vishwanath Niras,"Gno-179,Shankarwadi,Tq:Gangakhed",,669.78
Maharashtra,Parbhani,Sou.Ushatai Vijaykumar Katruwar,"Sno-450B,Mz:Manwath,Tq.Manwath",,1863.99
Maharashtra,Parbhani,Sow. Suman G. Banthia,"A/P Parwa,",,1904.4
Maharashtra,Parbhani,Sow. Vimalbai Bhalchandra Rudrawar,"Gno-74,At Parwa,Tq. & Dis. Parbhani",,992.548
Maharashtra,Parbhani,Sri Surendra Gendmalji Bathiya,"Survey No. 180, Jalna Road, Jintur",,996
Maharashtra,Parbhani,Suhas Ganpatrao Deshmukh,AT PEDGAON,,200
Maharashtra,Parbhani,Suryakant Palasaheb Choudhary,"S No. 348, At: Buralwadi, Tal: Gangakhed, Dist: Parbhani",,166.022
Maharashtra,Parbhani,"Taterao Uttamrao Kadam, At H.No.3-6-50, Nehru Road, Purna, Tal. Purna, Dist. Parbhani","Shivaji Road, Purna, Tal. Purna, Dist. Parbhani",,1004.4
Maharashtra,Parbhani,Vimaltai Sureshrao Deshmukh (Godown 1),"At Post: Dharmapuri, Tal & Dist: Parbhani",,1000
Maharashtra,Pune,APMC-Indapur,"APMC-Individual Apur,Tq.Individual Apur",,1444.44
Maharashtra,Pune,Aditya Warehousing,"Loni, Kalbhor",,3800
Maharashtra,Pune,Anuraj Transport,"A/P : Yavat, Tal: Daund, Dist: Pune",,6017
Maharashtra,Pune,Babhulsar V.K.S. Seva Sanstha Ltd.,"Milket No. 233, At : Babhulsar,Tq:Shirur",,250
Maharashtra,Pune,Baramati Agro Ltd.,"A/P-Pimpali,Tq.Baramati,Pune",,3424.78
Maharashtra,Pune,Baramati Cattle Feeds Pvt. Ltd.,Baramati,,3415
Maharashtra,Pune,Baramati Tal.KVS,Baramati,,354
Maharashtra,Pune,Bhima Shankar Sah.Sakhar Karkhana Ltd.,"At Dattatrayanagar,Pargaon,Tq.Ambegaon",,7847.47
Maharashtra,Pune,Dattatraya Sambhaji Dhangekar,"Gat No. 1364,Wagholi Gaon,Tal. Haveli,Nagar Road,",,2333.66
Maharashtra,Pune,Digambar Shankarrao Tompe,"Rajgruha, Pabal Road, Shikrapur, Tal: Shirur, Dist: Pune",,988.84
Maharashtra,Pune,Ganapat Eknath Kalbhor,"Kadamvak Wasti, Tal Haveli",,4000
Maharashtra,Pune,Kale Ravindra Shankar,"At. Post Malegaon KH, Tal. Baramati",,11000
Maharashtra,Pune,Karandi VKSS,Karandi,,111
Maharashtra,Pune,"M/S APMC Segaon Submarket, Matagaon",Matargaon,,100
Maharashtra,Pune,M/S Baramati Agro Ltd.,Pimpali,,1976.56
Maharashtra,Pune,M/S Baramati Agro Ltd. (Godown I I),"Gut No 97, Shetphalgade, Tal. Indapur, Dist. Pune",,11692.3
Maharashtra,Pune,M/S Baramati Agro Ltd. (Godown I),"Gut No 97, Shetphalgade, Tal. Indapur, Dist. Pune",,16312
Maharashtra,Pune,M/S Baramati Cattlefeeds Pvt. Ltd.,"E-249, MIDC, Baramati Pune",,5069
Maharashtra,Pune,M/S Gauri Agro Warehouse,"At Gat No. 07, At: & Po: Chimbli, Tal: Khed, Dist: Pune",,9013
Maharashtra,Pune,M/S Gauri Warehouse,Kuruli,,1675
Maharashtra,Pune,M/S Gauri Warehousing Company,"Gat No. 147, At & Po. Kuruli, Tal. Khed,",,8160
Maharashtra,Pune,M/S Gauri Warehousing Corp.,"Gno-148,A/P-Kuruli,Tq.Khed,Dist.Pune",,9735
Maharashtra,Pune,M/S Individual Apur Taluka Phalotpadak KVS,Individual Apur,,250
Maharashtra,Pune,M/S Khomanewadi VKS Seva Sanstha,Khomanewadi,,289
Maharashtra,Pune,M/S Laxmi Warehouse,Hinjewadi,,180
Maharashtra,Pune,M/S M G Kalkhaire & Mr. R G Sawant,"Karanjepul, Baramati",,430.341
Maharashtra,Pune,M/S Ramling Ware House (Prop: Smt Lata Sunil Mahajan & Smt Sunanda Balasaheb Mahajan),"Gut No. 2241 & 2242, Chelpimpalgaon Village, Khed Tal, Dist: Pune",,5714
Maharashtra,Pune,M/S S.M.Group-A/P-Wadaki,"Gut No.1357 At Wadaki,Tq:Haveli",,5040
Maharashtra,Pune,M/S Sacha Saudha Warehousing,Autade Handewadi,,869
Maharashtra,Pune,M/S Salakki Warehouse II,"Gut No. 2/2, Mouje: Mulegaon Tanda, Hyderabad Road, Solapur, Tal: South Solapur, Dist: Solapur",,6691
Maharashtra,Pune,"M/S Shikrapur VKS Ltd.,",Shikrapur,,100
Maharashtra,Pune,"M/S Shreenath Warehousing Co.,Fursungi,Tq:Haveli","Sr.No.161,Fursungi,Tq:Haveli",,8818.2
Maharashtra,Pune,M/S Swami Samarth Warehouse,Tothawade,,261
Maharashtra,Pune,M/S. Gauri Warehouse,"At Post Kuruli, Tal.Khed, Dist. Pune",,6200
Maharashtra,Pune,MS Iceage Cold Storage,,Shri Dhanraj Dnyaneshwar Moze,1411
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Chincholi, Dist. Solapur",,3177.42
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Akola, Dist. Akola",,3198.15
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Wai, Dist. Satara",,1874.47
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Raver, Dist. Jalgaon",,1874.47
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Pachora, Dist. Jalgaon",,1808.61
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Ozar, Dist. Nashik",,1903.44
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Butibori MIDC, Dist. Nagpur",,1808.61
Maharashtra,Pune,Maharashtra State Warehousiing Corporation,"Hinghanghat, Dist. Wardha",,3079.83
Maharashtra,Pune,Maharashtra State Warehousing Corporation,"Midc,Plot-B-1,Chandur Rly",,1759.38
Maharashtra,Pune,Maharashtra State Warehousing Corporation,"MIDC,Plot-C-4,Baramati",,3000
Maharashtra,Pune,Maharashtra State Warehousing Corporation,"APMC,Nandgaon",,1759.38
Maharashtra,Pune,Maharashtra State Warehousing Corporation,"At APMC (Shivleela Market), Indapur Area, Indapur Taluk, Dist. Pune",,1808.61
Maharashtra,Pune,Maharashtra State Warehousing Corporation,"Plot Survey No.46, Gat No.93, Khamgaon (Warkhed), Tal. Khamgaon, Dist. Buldana",,1812.16
Maharashtra,Pune,Maharashtra State Warehousing Corporation,"MIDC, Plot No. H-105, Ambad, Tal. Ambad, Dist. Nashik",,1110.88
Maharashtra,Pune,Mr Dhiraj Dharamchand Chhajed,"Gat No. 125, Village : Rohakal, Tal: Khed, Dist: Pune - 410 505",,9600
Maharashtra,Pune,Mr Suresh Baburao Bhadale,"At Post: Wagholi, Tal: Haveli, Dist: Pune",,7800
